nombre;
Felipe José Abárzuza;
Tomás Allende y García-Baxter;
Camilo Alonso Vega;
Félix Álvarez-Arenas Pacheco;
Andrés Amado Reygondaud;
Manuel Arburúa de la Miyar;
Carlos Arias Navarro;
Gabriel Arias-Salgado;
José Luis Arrese;
Carlos Asensio Cabanillas;
Antonio Barrera de Irimo;
Antonio Barroso y Sánchez Guerra;
Adolfo Baturone Colombo;
Joaquín Bau;
Juan Luis Beigbeder;
Joaquín Benjumea Burín;
Pío Cabanillas;
Rafael Cabello de Alba;
Cirilo Cánovas García;
Demetrio Carceller Segura;
Carlos Rein Segura;
Luis Carrero Blanco;
Antonio Carro Martínez;
Juan Castañón de Mena;
Fernando María Castiella;
Rafael Cavestany de Anduaga;
José Luis Cerón Ayuso;
Francisco Coloma Gallegos;
Pedro Cortina;
Agustín Cotorruelo;
Mariano Cuadra Medina;
Fidel Dávila Arrondo;
Adolfo Díaz-Ambrona Moreno;
Juan José Espinosa San Martín;
Nemesio Fernández-Cuesta;
Gonzalo Fernández de la Mora;
Alejandro Fernández Sordo;
Torcuato Fernández-Miranda;
Enrique Fontana Codina;
Manuel Fraga;
Carlos Franco Iribarnegaray;
Licinio de la Fuente;
Valentín Galarza Morante;
Alejandro Gallo Artacho;
José María Gamazo;
Pedro Gamero del Castillo;
Faustino García-Moncó Fernández;
Enrique García-Ramal;
Tomás Garicano;
José García Hernández;
José Antonio Girón de Velasco;
Francisco Gómez de Llano;
Francisco Gómez-Jordana Sousa;
Eduardo González-Gallarza;
Pedro González-Bueno;
Pedro Gual Villalbí;
Joaquín Gutiérrez Cano;
León Herrera Esteban;
Fernando Herrero Tejedor;
José Ibáñez Martín;
José Luis Villar Palasí;
José María Martínez Sánchez-Arjona;
Alfredo Kindelán;
José Daniel Lacalle Larraga;
José Larraz López;
José Félix de Lequerica;
José María López de Letona;
Laureano López Rodó;
Gregorio López-Bravo;
Manuel Lora-Tamayo;
Luis Alarcón de la Lastra;
Pablo Martín Alonso;
Alberto Martín-Artajo;
Severiano Martínez Anido;
Cruz Martínez Esteruelas;
Camilo Menéndez Tolosa;
Alberto Monreal Luque;
Salvador Moreno Fernández;
Vicente Mortes;
Agustín Muñoz Grandes;
Mariano Navarro Rubio;
Pedro Nieto Antúnez;
Antonio María de Oriol;
Blas Pérez González;
Gabriel Pita da Veiga;
Joaquín Planell;
Miguel Primo de Rivera y Sáenz de Heredia;
Francisco Regalado Rodríguez;
Luis Rodríguez de Miguel;
José Rodríguez Díaz de Lecea;
Julio Rodríguez Martínez;
Jesús Romeo Gorría;
Jesús Rubio García-Mina;
Joaquín Ruiz-Giménez;
Pedro Sainz Rodríguez;
Julio Salvador y Díaz-Benjumea;
Alfredo Sánchez Bella;
Rafael Sánchez Mazas;
Ramón Serrano Suñer;
Francisco Serrat y Bonastre;
Federico Silva Muñoz;
José Solís Ruiz;
Juan Antonio Suanzes;
Fernando Suárez de Tangil;
Adolfo Suárez;
Fernando Suárez González;
Alberto Ullastres;
José Utrera Molina;
Luis Valdés Cavanilles;
Antonio Valdés González-Roldán;
José Enrique Varela;
Jorge Vigón;
Juan Vigón;
Juan Yagüe;
